"feasible","instance","model","seed","SRTimeOut","SRTime","solverMemOut","solverTimeOut","solverTime","solverNodeOut","nNodes","sat","cmd","md5checksum","type","configurationId","configurationSeed","iteration","runId"
1,"inst-13-574469501","model",0,0,4.302,0,1,NA,NA,NA,NA,"../wrapper.py 13 1 574469501 tuning -nnodes_middle 2 -nnodes_delta 8 -nrings_middle 14 -nrings_delta 2 -capacity_middle 3 -capacity_delta 9 -demand_cardMiddle 17 -demand_cardDelta 0 -demand_inner_cardMiddle 2 -demand_inner_cardDelta 2 -demand_inner_inner_middle 20 -demand_inner_inner_delta 23","c018c54b41cbfd2431d56ab24af4c234","solver timeout",13,574469501,1,46
0,"inst-14-574469501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"../wrapper.py 14 1 574469501 tuning -nnodes_middle 33 -nnodes_delta 8 -nrings_middle 10 -nrings_delta 2 -capacity_middle 50 -capacity_delta 9 -demand_cardMiddle 28 -demand_cardDelta 2 -demand_inner_cardMiddle 2 -demand_inner_cardDelta 3 -demand_inner_inner_middle 29 -demand_inner_inner_delta 0","inst-14-574469501","no instance",14,574469501,1,47
0,"inst-15-574469501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"../wrapper.py 15 1 574469501 tuning -nnodes_middle 46 -nnodes_delta 19 -nrings_middle 20 -nrings_delta 2 -capacity_middle 3 -capacity_delta 20 -demand_cardMiddle 42 -demand_cardDelta 2 -demand_inner_cardMiddle 2 -demand_inner_cardDelta 0 -demand_inner_inner_middle 18 -demand_inner_inner_delta 18","inst-15-574469501","no instance",15,574469501,1,48
1,"inst-16-574469501","model",0,0,11.558,0,1,NA,NA,NA,NA,"../wrapper.py 16 1 574469501 tuning -nnodes_middle 46 -nnodes_delta 17 -nrings_middle 13 -nrings_delta 16 -capacity_middle 15 -capacity_delta 23 -demand_cardMiddle 8 -demand_cardDelta 1 -demand_inner_cardMiddle 2 -demand_inner_cardDelta 1 -demand_inner_inner_middle 5 -demand_inner_inner_delta 20","4c0d5c148308b9c1145c6d606177a727","solver timeout",16,574469501,1,49
0,"inst-17-574469501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"../wrapper.py 17 1 574469501 tuning -nnodes_middle 27 -nnodes_delta 16 -nrings_middle 21 -nrings_delta 21 -capacity_middle 37 -capacity_delta 8 -demand_cardMiddle 48 -demand_cardDelta 2 -demand_inner_cardMiddle 2 -demand_inner_cardDelta 0 -demand_inner_inner_middle 30 -demand_inner_inner_delta 10","inst-17-574469501","no instance",17,574469501,1,50
0,"inst-18-574469501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"../wrapper.py 18 1 574469501 tuning -nnodes_middle 4 -nnodes_delta 13 -nrings_middle 49 -nrings_delta 17 -capacity_middle 28 -capacity_delta 6 -demand_cardMiddle 39 -demand_cardDelta 2 -demand_inner_cardMiddle 2 -demand_inner_cardDelta 3 -demand_inner_inner_middle 33 -demand_inner_inner_delta 11","inst-18-574469501","no instance",18,574469501,1,51
0,"inst-19-574469501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"../wrapper.py 19 1 574469501 tuning -nnodes_middle 25 -nnodes_delta 9 -nrings_middle 23 -nrings_delta 20 -capacity_middle 47 -capacity_delta 3 -demand_cardMiddle 38 -demand_cardDelta 3 -demand_inner_cardMiddle 2 -demand_inner_cardDelta 3 -demand_inner_inner_middle 18 -demand_inner_inner_delta 9","inst-19-574469501","no instance",19,574469501,1,52
0,"inst-20-574469501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"../wrapper.py 20 1 574469501 tuning -nnodes_middle 48 -nnodes_delta 2 -nrings_middle 47 -nrings_delta 8 -capacity_middle 27 -capacity_delta 13 -demand_cardMiddle 36 -demand_cardDelta 1 -demand_inner_cardMiddle 2 -demand_inner_cardDelta 0 -demand_inner_inner_middle 18 -demand_inner_inner_delta 15","inst-20-574469501","no instance",20,574469501,1,53
0,"inst-21-574469501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"../wrapper.py 21 1 574469501 tuning -nnodes_middle 3 -nnodes_delta 21 -nrings_middle 11 -nrings_delta 19 -capacity_middle 7 -capacity_delta 8 -demand_cardMiddle 31 -demand_cardDelta 1 -demand_inner_cardMiddle 2 -demand_inner_cardDelta 2 -demand_inner_inner_middle 25 -demand_inner_inner_delta 23","inst-21-574469501","no instance",21,574469501,1,54
1,"inst-22-574469501","model",0,0,12.437,0,1,NA,NA,NA,NA,"../wrapper.py 22 1 574469501 tuning -nnodes_middle 43 -nnodes_delta 9 -nrings_middle 16 -nrings_delta 20 -capacity_middle 23 -capacity_delta 7 -demand_cardMiddle 4 -demand_cardDelta 0 -demand_inner_cardMiddle 2 -demand_inner_cardDelta 2 -demand_inner_inner_middle 34 -demand_inner_inner_delta 22","7fc24e6fc33fb2a8a56c88ccacb91f13","solver timeout",22,574469501,1,55
