feasible,instance,model,seed,SRTimeOut,SRTime,solverMemOut,solverTimeOut,solverTime,solverNodeOut,nNodes,sat,cmd,md5checksum,type,configurationId,configurationSeed,iteration,runId
1,inst-62-1636326408,model,0,0,6.971,0,0,187.512,0,5613377,yes,../wrapper.py 62 1 1636326408 tuning -k_middle 22 -k_delta 6 -l_middle 27 -l_delta 3 -n_middle 46 -n_delta 10,0c4abb30c3c1240030cf654e11ce6b79,sat + graded,62,1636326408,2,62
1,inst-62-1636326408,model,1,0,5.986,0,0,92.4969,0,2703669,yes,../wrapper.py 62 1 1636326408 tuning -k_middle 22 -k_delta 6 -l_middle 27 -l_delta 3 -n_middle 46 -n_delta 10,0c4abb30c3c1240030cf654e11ce6b79,sat + graded,62,1636326408,2,62
1,inst-62-1636326408,model,2,0,5.34,0,0,11.2839,0,309562,yes,../wrapper.py 62 1 1636326408 tuning -k_middle 22 -k_delta 6 -l_middle 27 -l_delta 3 -n_middle 46 -n_delta 10,0c4abb30c3c1240030cf654e11ce6b79,sat + graded,62,1636326408,2,62
1,inst-62-1636326408,model,3,0,5.933,0,0,7.32782,0,197991,yes,../wrapper.py 62 1 1636326408 tuning -k_middle 22 -k_delta 6 -l_middle 27 -l_delta 3 -n_middle 46 -n_delta 10,0c4abb30c3c1240030cf654e11ce6b79,sat + too easy,62,1636326408,2,62
1,inst-62-2007234433,model,0,0,6.182,0,0,43.0618,0,1640865,yes,../wrapper.py 62 1 2007234433 tuning -k_middle 22 -k_delta 6 -l_middle 27 -l_delta 3 -n_middle 46 -n_delta 10,95e8d77c0e0a29a9d573ba6946837463,sat + graded,62,2007234433,3,62
1,inst-62-2007234433,model,1,0,4.784,0,0,1.05354,0,30688,yes,../wrapper.py 62 1 2007234433 tuning -k_middle 22 -k_delta 6 -l_middle 27 -l_delta 3 -n_middle 46 -n_delta 10,95e8d77c0e0a29a9d573ba6946837463,sat + too easy,62,2007234433,3,62
1,inst-63-531989323,model,0,0,6.768,0,0,253.187,0,5402451,yes,../wrapper.py 63 1 531989323 tuning -k_middle 27 -k_delta 10 -l_middle 47 -l_delta 22 -n_middle 50 -n_delta 2,ff78f0895305e02eb33b9d34702002a3,sat + graded,63,531989323,2,63
1,inst-63-531989323,model,1,0,5.627,0,0,5.44068,0,99360,yes,../wrapper.py 63 1 531989323 tuning -k_middle 27 -k_delta 10 -l_middle 47 -l_delta 22 -n_middle 50 -n_delta 2,ff78f0895305e02eb33b9d34702002a3,sat + too easy,63,531989323,2,63
1,inst-63-1296195505,model,0,0,7.922,0,0,125.808,0,2439379,yes,../wrapper.py 63 1 1296195505 tuning -k_middle 27 -k_delta 10 -l_middle 47 -l_delta 22 -n_middle 50 -n_delta 2,817046ba3681e368d45122b21865d20a,sat + graded,63,1296195505,2,63
1,inst-63-1296195505,model,1,0,6.546,0,1,NA,NA,NA,NA,../wrapper.py 63 1 1296195505 tuning -k_middle 27 -k_delta 10 -l_middle 47 -l_delta 22 -n_middle 50 -n_delta 2,817046ba3681e368d45122b21865d20a,solver timeout,63,1296195505,2,63
1,inst-63-1636326408,model,0,0,8.197,0,0,160.41,0,3448898,yes,../wrapper.py 63 1 1636326408 tuning -k_middle 27 -k_delta 10 -l_middle 47 -l_delta 22 -n_middle 50 -n_delta 2,9b9fcfc861fb317226c9a378fa4e0b0a,sat + graded,63,1636326408,2,63
1,inst-63-1636326408,model,1,0,6.734,0,0,14.5398,0,281577,yes,../wrapper.py 63 1 1636326408 tuning -k_middle 27 -k_delta 10 -l_middle 47 -l_delta 22 -n_middle 50 -n_delta 2,9b9fcfc861fb317226c9a378fa4e0b0a,sat + graded,63,1636326408,2,63
1,inst-63-1636326408,model,2,0,7.226,0,1,NA,NA,NA,NA,../wrapper.py 63 1 1636326408 tuning -k_middle 27 -k_delta 10 -l_middle 47 -l_delta 22 -n_middle 50 -n_delta 2,9b9fcfc861fb317226c9a378fa4e0b0a,solver timeout,63,1636326408,2,63
1,inst-63-1010774377,model,0,0,6.812,0,0,53.3589,0,1692838,yes,../wrapper.py 63 1 1010774377 tuning -k_middle 27 -k_delta 10 -l_middle 47 -l_delta 22 -n_middle 50 -n_delta 2,253453a83fd1b816d82ce351caf40b09,sat + graded,63,1010774377,2,63
1,inst-63-1010774377,model,1,0,5.288,0,0,3.43612,0,105443,yes,../wrapper.py 63 1 1010774377 tuning -k_middle 27 -k_delta 10 -l_middle 47 -l_delta 22 -n_middle 50 -n_delta 2,253453a83fd1b816d82ce351caf40b09,sat + too easy,63,1010774377,2,63
