"feasible","instance","model","seed","SRTimeOut","SRTime","solverMemOut","solverTimeOut","solverTime","solverNodeOut","nNodes","sat","cmd","md5checksum","type","configurationId","configurationSeed","runId"
1,"inst-49-123","model",0,0,16.623,0,1,NA,NA,NA,NA,"../wrapper.py 49 49 123 random -nnodes_middle 50 -nnodes_delta 7 -nrings_middle 47 -nrings_delta 17 -capacity_middle 23 -capacity_delta 20 -demand_cardMiddle 2 -demand_cardDelta 2 -demand_inner_cardMiddle 2 -demand_inner_cardDelta 1 -demand_inner_inner_middle 42 -demand_inner_inner_delta 13","c2b3b035bb26337aa09d31e312f6128a","solver timeout",49,123,49
0,"inst-50-123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"../wrapper.py 50 50 123 random -nnodes_middle 14 -nnodes_delta 20 -nrings_middle 5 -nrings_delta 20 -capacity_middle 14 -capacity_delta 18 -demand_cardMiddle 49 -demand_cardDelta 0 -demand_inner_cardMiddle 2 -demand_inner_cardDelta 3 -demand_inner_inner_middle 41 -demand_inner_inner_delta 9","inst-50-123","no instance",50,123,50
0,"inst-51-123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"../wrapper.py 51 51 123 random -nnodes_middle 17 -nnodes_delta 5 -nrings_middle 29 -nrings_delta 22 -capacity_middle 27 -capacity_delta 14 -demand_cardMiddle 33 -demand_cardDelta 2 -demand_inner_cardMiddle 2 -demand_inner_cardDelta 2 -demand_inner_inner_middle 1 -demand_inner_inner_delta 1","inst-51-123","no instance",51,123,51
0,"inst-52-123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"../wrapper.py 52 52 123 random -nnodes_middle 47 -nnodes_delta 19 -nrings_middle 11 -nrings_delta 16 -capacity_middle 33 -capacity_delta 9 -demand_cardMiddle 41 -demand_cardDelta 2 -demand_inner_cardMiddle 2 -demand_inner_cardDelta 3 -demand_inner_inner_middle 28 -demand_inner_inner_delta 22","inst-52-123","no instance",52,123,52
0,"inst-53-123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"../wrapper.py 53 53 123 random -nnodes_middle 30 -nnodes_delta 10 -nrings_middle 48 -nrings_delta 17 -capacity_middle 21 -capacity_delta 0 -demand_cardMiddle 28 -demand_cardDelta 1 -demand_inner_cardMiddle 2 -demand_inner_cardDelta 3 -demand_inner_inner_middle 41 -demand_inner_inner_delta 21","inst-53-123","no instance",53,123,53
0,"inst-54-123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"../wrapper.py 54 54 123 random -nnodes_middle 19 -nnodes_delta 21 -nrings_middle 8 -nrings_delta 7 -capacity_middle 34 -capacity_delta 24 -demand_cardMiddle 29 -demand_cardDelta 2 -demand_inner_cardMiddle 2 -demand_inner_cardDelta 0 -demand_inner_inner_middle 49 -demand_inner_inner_delta 3","inst-54-123","no instance",54,123,54
1,"inst-55-123","model",0,0,8.699,0,1,NA,NA,NA,NA,"../wrapper.py 55 55 123 random -nnodes_middle 5 -nnodes_delta 22 -nrings_middle 26 -nrings_delta 8 -capacity_middle 45 -capacity_delta 0 -demand_cardMiddle 12 -demand_cardDelta 2 -demand_inner_cardMiddle 2 -demand_inner_cardDelta 0 -demand_inner_inner_middle 16 -demand_inner_inner_delta 4","4d2281f2ecf7aba6d483e2906e2d3d1f","solver timeout",55,123,55
1,"inst-56-123","model",0,0,15.518,0,1,NA,NA,NA,NA,"../wrapper.py 56 56 123 random -nnodes_middle 41 -nnodes_delta 3 -nrings_middle 42 -nrings_delta 8 -capacity_middle 19 -capacity_delta 15 -demand_cardMiddle 4 -demand_cardDelta 0 -demand_inner_cardMiddle 2 -demand_inner_cardDelta 3 -demand_inner_inner_middle 30 -demand_inner_inner_delta 19","2d7db29224f7a23a4bf96d820672af63","solver timeout",56,123,56
0,"inst-57-123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"../wrapper.py 57 57 123 random -nnodes_middle 45 -nnodes_delta 18 -nrings_middle 49 -nrings_delta 1 -capacity_middle 46 -capacity_delta 21 -demand_cardMiddle 39 -demand_cardDelta 1 -demand_inner_cardMiddle 2 -demand_inner_cardDelta 0 -demand_inner_inner_middle 19 -demand_inner_inner_delta 6","inst-57-123","no instance",57,123,57
0,"inst-58-123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"../wrapper.py 58 58 123 random -nnodes_middle 43 -nnodes_delta 9 -nrings_middle 16 -nrings_delta 18 -capacity_middle 43 -capacity_delta 11 -demand_cardMiddle 37 -demand_cardDelta 0 -demand_inner_cardMiddle 2 -demand_inner_cardDelta 0 -demand_inner_inner_middle 48 -demand_inner_inner_delta 18","inst-58-123","no instance",58,123,58
